index,ID,Date,Post,Username,Retweets,Favorites,Geo,Mentions,Hashtags
8913,1293241547295723520,2020-08-11 17:43:06+00:00,@Airtel_ke what happened to my monthly unliminet sms bundle? 0738194893?,Jahstafa,0,0,,@AIRTEL_KE,
8916,1293238679717269515,2020-08-11 17:31:43+00:00,@AIRTEL_KE am really disturbed by your customer service. Since morning I haven’t gotten through to anyone. My calls are still barred 48hrs after payment.,chombanjeri,0,0,,@AIRTEL_KE,
8917,1293238635572199428,2020-08-11 17:31:32+00:00,@Airtel_ke what happened to my monthly unliminet sms bundle? 0738194893?,Jahstafa,0,0,,@AIRTEL_KE,
8932,1293231102904147971,2020-08-11 17:01:36+00:00,@AIRTEL_KE I am calling people with my line 0732200941 and it appears as a private no. Why is it That way? kindly get rid of that for me ASAP.,TMuriithi,0,0,,@AIRTEL_KE,
8935,1293230156237152261,2020-08-11 16:57:50+00:00,"@AIRTEL_KE needs to up their game. I replaced my line today and asked to register for Airtel money. Was told to wait for 7 working days. In this day and age of instant solutions, that's so unfortunate. ",EJumba,0,0,,@AIRTEL_KE,
8939,1293229111138230274,2020-08-11 16:53:41+00:00,Acha nibaki na @AIRTEL_KE nitakuonea You Tube.,StevohWambui,0,1,,@AIRTEL_KE,
8950,1293225166663757825,2020-08-11 16:38:01+00:00,"So @AIRTEL_KE network works fine for some few minutes. You switch off data, then true test for patience is when switching on data again. You'll spend almost an hr trying to get it active again, reboot, , 4g-3g switching back n forth. Kuteseka ni kwa muda #CheersUploaders",juma_alvin16,0,0,,@AIRTEL_KE,#CheersUploaders
8951,1293225011503824897,2020-08-11 16:37:24+00:00,"@Safaricom_Care the network of this area is pathetic. Can anything be done to improve performance, however @AIRTEL_KE it’s doing great am forced to borrow my neighbors Airtel line to use for internet ",OsindeAugustine,0,0,,@Safaricom_Care @AIRTEL_KE,
8952,1293224843798872064,2020-08-11 16:36:44+00:00,Niwaulize @AIRTEL_KE hii Binge data mtu huangalia aje balance juu *544#never tells??! Unashtuka ushapewa message ya limit ivo tu fwaaaa,thatgal_ann,0,0,,@AIRTEL_KE,
8954,1293224397189320707,2020-08-11 16:34:57+00:00,@AIRTEL_KE what if I broke my sim card and it doesn't work na it has all my info,EmpressLO2,0,0,,@AIRTEL_KE,
8956,1293222458351398916,2020-08-11 16:27:15+00:00,"We will stream, thanks to @AIRTEL_KE 75GB bundles. Thank you for concern.",TheMaingi,0,0,,@AIRTEL_KE,
8957,1293222455084023808,2020-08-11 16:27:14+00:00,@AIRTEL_KE mi ni Mwizi mnaeza nifanyia favour azin night data yangu muipeleke mchana juu kazi yangu mi huifanya usiku? ,rafiki_ke,0,1,,@AIRTEL_KE,
8967,1293216997098917888,2020-08-11 16:05:33+00:00,Dear @Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE ...sab log sun lo..ye bahut hi ghatiya service provider hai.plss aaplog bhi ise boycott hi karo..jo India me service provide ni karta wo aaplogo ko kaha se karega. Dear Airtel pls port my number as soon as possible ,sekhar2109,0,2,,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE,
8970,1293214700696752128,2020-08-11 15:56:26+00:00,"@AIRTEL_KE your network is very unstable today at nkubu,meru",EdwinNjeru18,0,0,,@AIRTEL_KE,
8977,1293212777243217920,2020-08-11 15:48:47+00:00,"giving no., location, 4/5 person called and act that they working, then wait, wait and wait but airtel is in same consistency @rsprasad @consumerforum_ @airtelindia @Airtel_Presence @AirtelNigeria @AIRTEL_KE @Airtel_Ug @TRAI @consumerforum_ @consumercourtin https://twitter.com/Airtel_Presence/status/1291801131148931072",Shubhadip_g,0,0,,@rsprasad @consumerforum_ @airtelindia @Airtel_Presence @AirtelNigeria @AIRTEL_KE @Airtel_Ug @TRAI @consumerforum_ @consumercourtin,
8983,1293211861509443585,2020-08-11 15:45:09+00:00,@AIRTEL_KE you mobile Internet is complete pants! ,OnguruMeister,0,0,,@AIRTEL_KE,
8986,1293211732316389377,2020-08-11 15:44:38+00:00,@AIRTEL_KE I bought 500 binge bundle and I don't understand how everyday I use more than 1GB bundle and when I buy 1000 unliminet bundle which has 8GB bundle it lasts me more than a month,millskims,0,0,,@AIRTEL_KE,
8995,1293209408550436865,2020-08-11 15:35:24+00:00,@AIRTEL_KE haki nisaidieni na PUK. 0780668520,Kiserian_,0,0,,@AIRTEL_KE,
8996,1293209276442345474,2020-08-11 15:34:52+00:00,@AIRTEL_KE hi have downloads the airtel tv app so how can i watch those movies on my tv screen since the phone screen is too small and i want all my family also to enjoy watching.,Dume2013,0,0,,@AIRTEL_KE,
9000,1293208440580513792,2020-08-11 15:31:33+00:00,@AIRTEL_KE Wat is Error 500 on my SMSs haziendi...jz hanging somwhere @CofekRebranded,SDChege,0,0,,@AIRTEL_KE @CofekRebranded,
9002,1293207243261980672,2020-08-11 15:26:48+00:00,@AIRTEL_KE please assist with the below excess top up reversal request Msg:210:Transaction number R200806.1942.21014e to recharge 2014 KSH to 751080868 is successful^NG,pesapalcare,0,0,,@AIRTEL_KE,
9005,1293205869698654208,2020-08-11 15:21:20+00:00,@Airtel_ke hello. Whata with ua network today. No internet at all 0738194893 and 0739646398! At mailitatu meru county.,Jahstafa,0,0,,@AIRTEL_KE,
9009,1293203312100151297,2020-08-11 15:11:10+00:00,"On this day, I want to GLADLY represent a Network have been using in Nigeria since 2002 till date. AIRTEL is BEST in both Calls & Browsing, It travels like a GOOD MUSICAL Sound & DISTINCT like my Saxophone sound. @airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @nwekeangel",imoleayobalogu1,0,4,,@airtelindia @AirtelNigeria @AIRTEL_KE @Airtel_Ug @nwekeangel,
9011,1293203158055956480,2020-08-11 15:10:34+00:00,"@AIRTEL_KE Hi,,I'm still waiting for feedback",juliemudavyne,0,0,,@AIRTEL_KE,
9013,1293199922192429059,2020-08-11 14:57:42+00:00,@AIRTEL_KE check dm,Alex_a60,0,0,,@AIRTEL_KE,
9015,1293199022921068544,2020-08-11 14:54:08+00:00,@AIRTEL_KE Please check DM Please check DM Please check DM Please check DM Please check DM,yiegon,0,0,,@AIRTEL_KE,
9021,1293195852790538240,2020-08-11 14:41:32+00:00,@AIRTEL_KE Hello?,thatgirllucie,0,0,,@AIRTEL_KE,
9022,1293195032690864128,2020-08-11 14:38:16+00:00,@AIRTEL_KE check dm please.,anyuga_benard,0,0,,@AIRTEL_KE,
9024,1293191208752123905,2020-08-11 14:23:05+00:00,Nimehama to @AIRTEL_KE...it was nice knowing you.,keniakiki,0,0,,@AIRTEL_KE,
9025,1293190838818766850,2020-08-11 14:21:36+00:00,"Hey @AIRTEL_KE. What's wrong with your voice calls. Today, all of my incoming and outgoing voice calls are affected by; * Call drops. * Scratching noise. Kindly address this.",DannMwanzia,0,1,,@AIRTEL_KE,
9028,1293190287280357379,2020-08-11 14:19:25+00:00,"@AIRTEL_KE Good evening kindly advice on what to do to access my Airtel money, just called 1522 n have been informed the registered names are not mine. How is that possible n yet i gave out my ID no. While registering. Am at a place where we do not have Airtel shop. Kindly advice",joykabs2006,0,0,,@AIRTEL_KE,
9039,1293184635346644994,2020-08-11 13:56:57+00:00,@AIRTEL_KE this is just amazing..... i just subscribed to a 1000 unlimited monthly data and minutes on 3rd and today its 11th and its finished..... this is very mean of you people...... not good 0789444299 @AIRTEL_KE ,accy254,0,0,,@AIRTEL_KE @AIRTEL_KE,
9053,1293177735087452161,2020-08-11 13:29:32+00:00,"Today, I've finally signed the divorce papers, after nine torturous years with my then beloved @AIRTEL_KE . @TelkomKenya Here I come, I'm a faithful client please be nice to me. Moving with you!",DaudiMuya1,0,0,,@AIRTEL_KE @TelkomKenya,
9071,1293170949534167040,2020-08-11 13:02:34+00:00,@AIRTEL_KE pamoja na hiyo day and night yenyu figure something else ,Jozzyjagatsr,0,0,,@AIRTEL_KE,
9072,1293170596512239616,2020-08-11 13:01:10+00:00,@AIRTEL_KE mmeamua leo we won't receive or make calls?! Emergency calls only tangu noon,_Kimaita_,0,0,,@AIRTEL_KE,
9075,1293169204099719169,2020-08-11 12:55:38+00:00,"Yo , @AIRTEL_KE, why is your data manager not working ? Lost over 70 shillings .Gutted!",Houdini_oVox,0,0,,@AIRTEL_KE,
9079,1293168995516985346,2020-08-11 12:54:49+00:00,"@AIRTEL_KE Your shop agents are incompetent especially those working at Parkside towers, they just turn those chairs and chew gud... I was surprised. After staying there 1hr I had to leave. Please advise them ",PaulWebo,0,0,,@AIRTEL_KE,
9082,1293168357076799490,2020-08-11 12:52:16+00:00,@AIRTEL_KE it’s been 3 days now and no one has responded to me either here or via DM ,Wanyiristeve,0,0,,@AIRTEL_KE,
9085,1293167500327354368,2020-08-11 12:48:52+00:00,"@AIRTEL_KE , niko na beef na nyinyi.",al_beki_,0,0,,@AIRTEL_KE,
9088,1293167225986310146,2020-08-11 12:47:47+00:00,"@AIRTEL_KE Please, I am making a follow up on C38306486 Ticket. How far is it???",yiegon,0,1,,@AIRTEL_KE,
9099,1293164757424451584,2020-08-11 12:37:58+00:00,@AIRTEL_KE Voice is not working from my end. But data is okay Kindly but urgently assist,arifthuram,0,0,,@AIRTEL_KE,
9100,1293164393895800834,2020-08-11 12:36:31+00:00,@AIRTEL_KE Hey. How can I increase the strength of my network. It is very low,winkytins,0,0,,@AIRTEL_KE,
9102,1293163937584775168,2020-08-11 12:34:43+00:00,@AIRTEL_KE can I get some assistance via the Direct Messages?,MwendeKimeu1,0,0,,@AIRTEL_KE,
9112,1293162040782131200,2020-08-11 12:27:10+00:00,@AIRTEL_KE someone tell me why my airtel sim card lost signal. For the past 1hour? I have tried putting it in other phone to see if my phone has an issue but it is the sim card.,kiki_cuddly,0,0,,@AIRTEL_KE,
9130,1293159437474115586,2020-08-11 12:16:50+00:00,@AIRTEL_KE Your network is completely off in Maua Town. What is happening???,NdwigaNyagaJ,0,0,,@AIRTEL_KE,
9154,1293157825909149701,2020-08-11 12:10:26+00:00,Didn’t use @Pesapal please @AIRTEL_KE,BThedrone,0,0,,@Pesapal @AIRTEL_KE,
9167,1293156624606081024,2020-08-11 12:05:39+00:00,@AIRTEL_KE get to me please I need your assistance,BThedrone,1,1,,@AIRTEL_KE,
9171,1293156371446353923,2020-08-11 12:04:39+00:00,"@AIRTEL_KE hi, my network keeps on going off...what's the problem?",LuciaSanta2,0,0,,@AIRTEL_KE,
9172,1293156135671914497,2020-08-11 12:03:43+00:00,"@AIRTEL_KE can you please deactivate call barring on my phone number 0731079225.....every number i call get this error...""incomming call is barred on the other side"" i cant call anyone.",Jayjay04554718,0,0,,@AIRTEL_KE,
9176,1293155893555716102,2020-08-11 12:02:45+00:00,@AIRTEL_KE I need assistance I have bought airtime using mpesa yet it hasn’t reflected in my account,BThedrone,0,0,,@AIRTEL_KE,
9197,1293152557288820736,2020-08-11 11:49:29+00:00,Kindly refer my DM @AIRTEL_KE,ngolianga,0,0,,@AIRTEL_KE,
9201,1293151624517627905,2020-08-11 11:45:47+00:00,@AIRTEL_KE Can you please check DM I have sent you proof of payment and yet my line is barred from making calls,kosgeypeter,0,0,,@AIRTEL_KE,
9204,1293150384513593347,2020-08-11 11:40:51+00:00,You guys just close my line completely @AIRTEL_KE,JohnnyGachanja,0,7,,@AIRTEL_KE,
9206,1293148870717976584,2020-08-11 11:34:50+00:00,@AIRTEL_KE see DM kindly,noonquincy,0,0,,@AIRTEL_KE,
9210,1293146471982927872,2020-08-11 11:25:19+00:00,"@AIRTEL_KE how do we reach customer care? Can't get through to you using 100 or 234... please advise, thanks",sylviajelimo,0,0,,@AIRTEL_KE,
9215,1293144933457690624,2020-08-11 11:19:12+00:00,"So @AIRTEL_KE network works fine for sometime, say an hr. You switch off data, then true test for patience is when switching on data again. You'll spend almost an hr trying to get it active again, reboot, , 4g-3g switching back n forth. Mbona haya mateso? #CheersUploaders",karimimuigai,1,3,,@AIRTEL_KE,#CheersUploaders
9227,1293142385719902208,2020-08-11 11:09:04+00:00,"@AIRTEL_KE having a problem with my no, been put on the postpaid hybrid but it's still not working, 0734386380, wats the problem?",mbugua182,0,0,,@AIRTEL_KE,
9229,1293141694980947969,2020-08-11 11:06:20+00:00,"@AIRTEL_KE you network is total bull crap. You can't transact, can't check data balance, calls drop, data is as slow as shit... why do we even bother topping up?",Jogoo27239879,0,0,,@AIRTEL_KE,
9235,1293139968328597504,2020-08-11 10:59:28+00:00,Aye @AIRTEL_KE check dm,SifaKarabu,0,0,,@AIRTEL_KE,
9245,1293137033582522369,2020-08-11 10:47:48+00:00,"@AIRTEL_KE I haven't been receiving messages on 0736887255, Kindly check",AlexanderNyoike,0,0,,@AIRTEL_KE,
9248,1293134338368966656,2020-08-11 10:37:06+00:00,@AIRTEL_KE It's asking for a referral code. What to do?,KingoriKinnz,0,0,,@AIRTEL_KE,
9250,1293133780148944896,2020-08-11 10:34:53+00:00,@AIRTEL_KE I love your new Binge bundles. You should do more to advertise it and please add it on the ussd platform and we also need to know our data balance,stanohthe1,0,0,,@AIRTEL_KE,
9252,1293132950096289793,2020-08-11 10:31:35+00:00,@AIRTEL_KE how can I reach customer service desk?,Rose75292981,0,0,,@AIRTEL_KE,
9256,1293129813524230145,2020-08-11 10:19:07+00:00,"Airtel Internet Speed is slow than VODAFONE in my area Town Allahganj District Shahjahanpur (242220) but they do nothing, so I want port my number in Vodafone. Please tell me the procedure. @TRAI @airtelindia @Airtel_Presence @airtelnews @AIRTEL_KE @AirtelNigeria @VodafoneIN",SyedAnwarul786,0,0,,@TRAI @airtelindia @Airtel_Presence @airtelnews @AIRTEL_KE @AirtelNigeria @VodafoneIN,
9263,1293127112371703810,2020-08-11 10:08:23+00:00,@AIRTEL_KE what's not happening there is poor network coverage In rongai.,Getugimose,0,0,,@AIRTEL_KE,
9287,1293120371961532418,2020-08-11 09:41:36+00:00,"This is the best deal so far. Thanks @AIRTEL_KE , but now I can't see my remaining data balance. Airtel App, *544*3#, nope. Can't see my balance. ^Caro ^Jamo are you there? ",ElvisAmani,0,1,,@AIRTEL_KE,
9291,1293117600327700480,2020-08-11 09:30:35+00:00,Apps + tools in this issue: @ChenosisAPI @AIRTEL_KE @Sokowatch,getdotAfrica,0,0,,@ChenosisAPI @AIRTEL_KE @Sokowatch,
9292,1293115212544049152,2020-08-11 09:21:06+00:00,@AIRTEL_KE The guy making the thread didnt want to mention you guys but in short amesema your network is shitty ,BorHarry,0,0,,@AIRTEL_KE,
9297,1293114096406208514,2020-08-11 09:16:40+00:00,@AIRTEL_KE no Internet connection...what's happening?????,BeaNyariara,0,0,,@AIRTEL_KE,
9312,1293110519101087744,2020-08-11 09:02:27+00:00,"Hi @AIRTEL_KE see DM, you need to sort my sister out @lmuyumbu it's urgent.",Machiohumphrey,0,0,,@AIRTEL_KE @lmuyumbu,
9322,1293107552457232384,2020-08-11 08:50:39+00:00,"@AIRTEL_KE nmeanza kunyonya bundles Kama safaricom,right?",OmwamiSi,0,0,,@AIRTEL_KE,
9323,1293107074965164032,2020-08-11 08:48:46+00:00,@AIRTEL_KE kindly address the issue in your dm,bobjamwa,0,0,,@AIRTEL_KE,
9333,1293103313723031552,2020-08-11 08:33:49+00:00,"Hey @AIRTEL_KE kuna DM pale, sijaona response tangu jana",OtonchiBGerald,0,0,,@AIRTEL_KE,
9337,1293102389738770432,2020-08-11 08:30:09+00:00,@AIRTEL_KE your app keeps crashing every two minutes! ,bantubikoakoko,0,0,,@AIRTEL_KE,
9338,1293102287053873152,2020-08-11 08:29:44+00:00,@AIRTEL_KE check DM,LetiwaPaul,0,0,,@AIRTEL_KE,
9347,1293100028580569089,2020-08-11 08:20:46+00:00,@AIRTEL_KE can you track lost phone using IMEI?,Kipla01,0,0,,@AIRTEL_KE,
9352,1293098977177591809,2020-08-11 08:16:35+00:00,@AIRTEL_KE your data network is really shit and frustrating!! Buying data from you is just a waste coz it'll just expire without being being used!!,A_Tindi,0,0,,@AIRTEL_KE,
9356,1293098554442092546,2020-08-11 08:14:54+00:00,@AIRTEL_KE... Any word on my issue?,pash_sammy,0,0,,@AIRTEL_KE,
9358,1293097482310819845,2020-08-11 08:10:39+00:00,@AIRTEL_KE check DM !,safariwithselle,0,0,,@AIRTEL_KE,
9368,1293096115366252546,2020-08-11 08:05:13+00:00,"Since nobody else seems to care(coz they've moved on ...), I guess it falls on me to tell @AIRTEL_KE that their 3G net in #Maralal_Samburu County can't download a pic/update status/Send inbox.1 low capacity booster, more than 30K people! @xtiandela @Lepalai @RobertAlai",fbparleen,0,0,,@AIRTEL_KE @xtiandela @Lepalai @RobertAlai,#Maralal_Samburu
9370,1293095143696982017,2020-08-11 08:01:21+00:00,@AIRTEL_KE na mtoe night data kwa bundles zote ispokua 3gb ya usiku ,iam_njenga,0,0,,@AIRTEL_KE,
9372,1293094506942865408,2020-08-11 07:58:49+00:00,Problem is poor network connectivity with @AIRTEL_KE and Telecom.,BenzBENSON,1,2,,@AIRTEL_KE,
9375,1293093629515501568,2020-08-11 07:55:20+00:00,@AIRTEL_KE hi. Not able to make or receive calls from my airtel number. Please help,BSabesan,0,0,,@AIRTEL_KE,
9390,1293091064497111045,2020-08-11 07:45:08+00:00,Rip @Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @airtelmg @airtelmg @airtelnews,danishamin11,0,0,,@Airtel_Presence @airtelindia @AirtelNigeria @AIRTEL_KE @airtelmg @airtelmg @airtelnews,
9392,1293090894753734656,2020-08-11 07:44:28+00:00,@AIRTEL_KE how is it that my minutes have depleted within a week whereas my bundles are intact and i used more net than calls. You guys need to sort this out. This is the second time,fancyfaceriley,0,0,,@AIRTEL_KE,
9394,1293090334457520129,2020-08-11 07:42:14+00:00,Rip @Airtel_Presence @airtelindia @Airtel_Presence @AIRTEL_KE @airtelmg @airtelrw @Airtel_Zambia,danishamin11,0,0,,@Airtel_Presence @airtelindia @Airtel_Presence @AIRTEL_KE @airtelmg @airtelrw @Airtel_Zambia,
9395,1293090190454661120,2020-08-11 07:41:40+00:00,@AIRTEL_KE what is wrong with your network in Meru?,Fredprincew,0,0,,@AIRTEL_KE,
9397,1293089938888634369,2020-08-11 07:40:40+00:00,When it comes to accounts or anything to do with registrations with @AIRTEL_KE It's been a big problem everything it's just Safcom until you wonder why in fast place you have an Airtel line,DaisyWahuda,0,0,,@AIRTEL_KE,
9399,1293089098530459648,2020-08-11 07:37:20+00:00,Appeal for Airtel Social Corporate Responsibility to Construct modern toilets for Children of Africa Hope Mission School in Kajiado West (http://www.ruwepo.org) @ruwepo @AIRTEL_KE @airtel_CEO ,JohnMakokha14,1,1,,@ruwepo @AIRTEL_KE,
9400,1293088970507722753,2020-08-11 07:36:49+00:00,@AIRTEL_KE mliniBlueTick is this what they call a Toxic Relationship still luv you Love,21cabbagge,0,0,,@AIRTEL_KE,
9403,1293087668339970048,2020-08-11 07:31:39+00:00,@AIRTEL_KE how can I get my puk,hillawama,0,0,,@AIRTEL_KE,
9407,1293087092688420866,2020-08-11 07:29:21+00:00,"@AIRTEL_KE , This is the 4th day with my line still not connecting. What is the issue with your network. Cc @CA_Kenya",PatrickNgireva,0,0,,@AIRTEL_KE @CA_Kenya,
9420,1293082343473917953,2020-08-11 07:10:29+00:00,I think @AIRTEL_KE is bust @Airtel_Presence don't know jack &amp; the merger with another dysfunctional Telco @TelkomKenya failed. @SafaricomPLC is a monopoly controlling 99% of Mobile Cash &amp; data Unaona @mugokibati hapa amelemewa kabisa ,Gicicio,0,0,,@AIRTEL_KE @Airtel_Presence @TelkomKenya @SafaricomPLC @mugokibati,
9422,1293080848057630722,2020-08-11 07:04:33+00:00,@AIRTEL_KE check dm and sort the problem with my line. On a different note your ‘new’ interactive selfcare service on 100 is whack do away with it if one cant select an option to speak to a customer service agent,jamizkhan,0,0,,@AIRTEL_KE,
9425,1293079748948697088,2020-08-11 07:00:11+00:00,Since Airtel was bought by @Airtel_Presence Bharti Airtel of India their services are akin to a Dukawallah @AIRTEL_KE Network Coverage is poor Zero 4G outside of major Cities @CA_Kenya They have E toW Coast of Africa &amp; do not know what to do with that opportunity.,Gicicio,0,0,,@Airtel_Presence @AIRTEL_KE @CA_Kenya,
9428,1293079421654642689,2020-08-11 06:58:53+00:00,Im experiencing sloe data speed or no interest http://connection.help me please.@AIRTEL_KE,kevinlagat2399,0,0,,@AIRTEL_KE,
9433,1293078202374598656,2020-08-11 06:54:02+00:00,@TelkomKenya gives us 4GB for sh. 100. They also offer 30GB for sh.1000. What do you really have to offer? @AIRTEL_KE,Hahanyu,0,0,,@TelkomKenya @AIRTEL_KE,
9434,1293077764984246272,2020-08-11 06:52:18+00:00,@AIRTEL_KE Mlisema kuangalia balance ya daily 2.5Gb balance ni aje? Saa hizi nikiangalia hakuna active bundle inaonekana.,JohnKenn4,0,0,,@AIRTEL_KE,
